Device,URL,Performance,Accessibility,Best-practices,SEO,PWA,First Contentful Paint,First Meaningful Paint,Speed Index,Estimated Input Latency,Time to Interactive,First CPU Idle,Eliminate render-blocking resources,Preconnect to required origins,Enable text compression,Server response times are low (TTFB),Defer offscreen images,Serve images in next-gen formats,Efficiently encode images,Properly size images,Minify JavaScript,Preload key requests,Remove unused CSS,Use video formats for animated content,Minify CSS,Minimize main-thread work,Avoid an excessive DOM size,Serve static assets with an efficient cache policy,Reduce JavaScript execution time,Minimize Critical Requests Depth,User Timing marks and measures,All text remains visible during webfont loads,Avoids enormous network payloads
desktop,https://www.forbes.com/sites/lizryan/2014/07/17/how-to-write-your-human-voiced-resume/,0.26,0.77,0.71,0.9,0.28,1.4 s,1.4 s,22.5 s,280 ms,47.1 s,38.6 s,1,960 ms (Potential savings of),12 KB (Potential savings of),440 ms (Root document took),139 KB (Potential savings of),444 KB (Potential savings of),293 KB (Potential savings of),310 KB (Potential savings of),33 KB (Potential savings of),1,28 KB (Potential savings of),45 KB (Potential savings of),1,50.2 s,"2,649 nodes",158 resources found,35.3 s,7 chains found,77 user timings,0,"4,807 KB (Total size was)"
desktop,https://www.thebalancecareers.com/how-to-write-a-resume-2063336,0.31,0.73,0.86,1,0.28,2.7 s,2.7 s,8.7 s,130 ms,14.0 s,12.9 s,1,750 ms (Potential savings of),1,240 ms (Root document took),31 KB (Potential savings of),14 KB (Potential savings of),1,24 KB (Potential savings of),1,1,21 KB (Potential savings of),1,1,10.7 s,"1,522 nodes",25 resources found,6.1 s,1 chain found,20 user timings,0,"1,213 KB (Total size was)"
mobile,https://www.hloom.com/resume-examples/,0.94,0.51,0.86,0.92,0.58,1.3 s,1.3 s,2.0 s,230 ms,4.0 s,3.8 s,250 ms (Potential savings of),320 ms (Potential savings of),1,70 ms (Root document took),1,1,1,1,1,1,6 KB (Potential savings of),1,1,3.3 s,867 nodes,15 resources found,1.8 s,3 chains found,-1,1,206 KB (Total size was)
desktop,https://www.myperfectresume.com/how-to,0.66,0.6,0.71,1,0.56,1.9 s,1.9 s,3.3 s,200 ms,8.7 s,8.1 s,1,740 ms (Potential savings of),1,30 ms (Root document took),65 KB (Potential savings of),20 KB (Potential savings of),1,44 KB (Potential savings of),1,1,1,1,1,5.4 s,"1,009 nodes",19 resources found,3.3 s,4 chains found,1 user timing,1,648 KB (Total size was)
mobile,https://www.thebalancecareers.com/free-resume-examples-and-writing-tips-2063596,0.45,0.82,0.86,0.99,0.31,2.3 s,2.7 s,5.7 s,100 ms,12.1 s,11.1 s,1,750 ms (Potential savings of),1,250 ms (Root document took),15 KB (Potential savings of),25 KB (Potential savings of),1,1,1,1,27 KB (Potential savings of),1,1,7.6 s,"1,663 nodes",19 resources found,4.0 s,1 chain found,13 user timings,0,"1,019 KB (Total size was)"
mobile,https://fairygodboss.com/career-topics/the-17-best-resume-templates,0.28,0.36,0.86,0.97,0.23,3.5 s,4.0 s,7.6 s,560 ms,13.9 s,11.2 s,"1,290 ms (Potential savings of)",420 ms (Potential savings of),75 KB (Potential savings of),550 ms (Root document took),852 KB (Potential savings of),776 KB (Potential savings of),1,59 KB (Potential savings of),1,1,55 KB (Potential savings of),1,1,7.0 s,"3,235 nodes",52 resources found,3.8 s,7 chains found,-1,0,"2,837 KB (Total size was)"
desktop,https://fairygodboss.com/career-topics/the-17-best-resume-templates,0.2,0.39,0.86,1,0.2,3.8 s,4.3 s,12.1 s,380 ms,14.1 s,11.7 s,480 ms (Potential savings of),430 ms (Potential savings of),75 KB (Potential savings of),260 ms (Root document took),690 KB (Potential savings of),917 KB (Potential savings of),1,"1,947 KB (Potential savings of)",1,1,51 KB (Potential savings of),1,1,10.3 s,"2,579 nodes",59 resources found,4.4 s,16 chains found,-1,0,"3,453 KB (Total size was)"
mobile,https://fairygodboss.com/career-topics/the-17-best-resume-templates,0.22,0.36,0.86,0.97,0.23,3.5 s,5.9 s,10.7 s,240 ms,13.1 s,10.6 s,"1,280 ms (Potential savings of)",420 ms (Potential savings of),75 KB (Potential savings of),370 ms (Root document took),783 KB (Potential savings of),776 KB (Potential savings of),1,59 KB (Potential savings of),1,1,55 KB (Potential savings of),1,1,6.2 s,"3,199 nodes",54 resources found,3.2 s,15 chains found,-1,0,"2,820 KB (Total size was)"
desktop,https://fairygodboss.com/career-topics/the-17-best-resume-templates,0.2,0.36,0.86,1,0.2,3.5 s,6.0 s,11.5 s,410 ms,13.6 s,11.2 s,"1,290 ms (Potential savings of)",440 ms (Potential savings of),75 KB (Potential savings of),310 ms (Root document took),586 KB (Potential savings of),945 KB (Potential savings of),1,"1,952 KB (Potential savings of)",1,1,52 KB (Potential savings of),1,1,7.7 s,"2,563 nodes",57 resources found,3.9 s,14 chains found,-1,0,"3,447 KB (Total size was)"
mobile,https://zety.com/blog/teacher-resume,0.69,0.92,1,1,0.73,1.4 s,3.3 s,3.3 s,10 ms,7.8 s,7.3 s,1,800 ms (Potential savings of),1,210 ms (Root document took),213 KB (Potential savings of),45 KB (Potential savings of),1,91 KB (Potential savings of),1,1,10 KB (Potential savings of),1,1,3.2 s,"1,527 nodes",4 resources found,0.9 s,6 chains found,-1,1,824 KB (Total size was)
mobile,https://fairygodboss.com/career-topics/the-17-best-resume-templates,0.29,0.36,0.86,0.97,0.23,3.5 s,4.1 s,7.4 s,400 ms,13.3 s,11.0 s,"1,150 ms (Potential savings of)",460 ms (Potential savings of),75 KB (Potential savings of),270 ms (Root document took),783 KB (Potential savings of),776 KB (Potential savings of),1,59 KB (Potential savings of),1,1,56 KB (Potential savings of),1,1,7.0 s,"3,199 nodes",54 resources found,3.4 s,15 chains found,-1,0,"2,803 KB (Total size was)"
desktop,https://zety.com/blog/teacher-resume,0.67,0.92,1,1,0.72,1.3 s,3.2 s,2.9 s,10 ms,8.5 s,8.1 s,1,700 ms (Potential savings of),1,160 ms (Root document took),254 KB (Potential savings of),106 KB (Potential savings of),1,199 KB (Potential savings of),1,1,8 KB (Potential savings of),1,1,3.3 s,"1,535 nodes",4 resources found,1.1 s,6 chains found,-1,1,968 KB (Total size was)
mobile,https://zety.com/cover-letter-templates,0.86,0.89,1,1,0.73,1.2 s,2.9 s,1.7 s,10 ms,5.3 s,5.0 s,1,600 ms (Potential savings of),1,140 ms (Root document took),1,1,1,3 KB (Potential savings of),1,1,8 KB (Potential savings of),1,1,2.6 s,647 nodes,6 resources found,0.9 s,5 chains found,-1,1,469 KB (Total size was)
desktop,https://zety.com/cover-letter-templates,0.86,0.89,1,1,0.72,1.1 s,2.9 s,1.9 s,70 ms,5.3 s,5.1 s,1,600 ms (Potential savings of),1,170 ms (Root document took),1,1,1,380 KB (Potential savings of),1,1,7 KB (Potential savings of),1,1,3.0 s,647 nodes,6 resources found,1.3 s,5 chains found,-1,1,805 KB (Total size was)
mobile,https://www.thebalancecareers.com/teacher-education-resume-examples-2063599,0.42,0.9,0.86,0.99,0.31,2.2 s,2.2 s,6.5 s,100 ms,12.2 s,11.3 s,1,720 ms (Potential savings of),1,250 ms (Root document took),12 KB (Potential savings of),1,1,1,1,1,28 KB (Potential savings of),1,1,7.2 s,"1,537 nodes",19 resources found,4.0 s,1 chain found,13 user timings,0,"1,093 KB (Total size was)"
mobile,https://resumegenius.com/cover-letters-the-how-to-guide,0.75,0.82,0.93,0.89,0.58,2.6 s,2.6 s,4.3 s,80 ms,5.7 s,5.1 s,170 ms (Potential savings of),590 ms (Potential savings of),1,260 ms (Root document took),123 KB (Potential savings of),45 KB (Potential savings of),1,1,1,1,5 KB (Potential savings of),1,1,4.9 s,"4,667 nodes",121 resources found,1.7 s,6 chains found,-1,0,"1,073 KB (Total size was)"
desktop,https://blog.hubspot.com/marketing/resume-templates-word,0.21,0.69,0.71,0.9,0.28,3.5 s,5.0 s,7.9 s,130 ms,22.8 s,15.5 s,250 ms (Potential savings of),520 ms (Potential savings of),8 KB (Potential savings of),130 ms (Root document took),"1,570 KB (Potential savings of)",167 KB (Potential savings of),1,621 KB (Potential savings of),3 KB (Potential savings of),1,328 KB (Potential savings of),1,1,7.8 s,"1,279 nodes",55 resources found,3.8 s,12 chains found,6 user timings,0,"3,601 KB (Total size was)"
mobile,https://cultivatedculture.com/resume-skills/,0.28,0.57,0.79,1,0.31,2.6 s,2.6 s,10.4 s,110 ms,17.6 s,10.2 s,"1,050 ms (Potential savings of)",710 ms (Potential savings of),1,390 ms (Root document took),"2,416 KB (Potential savings of)","1,240 KB (Potential savings of)",10 KB (Potential savings of),134 KB (Potential savings of),7 KB (Potential savings of),1,82 KB (Potential savings of),1,7 KB (Potential savings of),13.4 s,"1,411 nodes",79 resources found,3.8 s,22 chains found,-1,0,"3,462 KB (Total size was)"
mobile,https://www.livecareer.com/resumes/examples/education/teacher/amp,0.73,0.57,0.93,0.87,0.58,1.7 s,3.3 s,4.8 s,90 ms,5.9 s,5.4 s,790 ms (Potential savings of),340 ms (Potential savings of),1,980 ms (Root document took),5 KB (Potential savings of),1,1,1,1,1,8 KB (Potential savings of),1,1,5.0 s,"1,186 nodes",6 resources found,1.7 s,9 chains found,7 user timings,0,542 KB (Total size was)
mobile,https://www.thebalancecareers.com/resume-examples-listed-by-style-2063167,0.49,0.82,0.86,0.99,0.31,1.3 s,1.4 s,5.3 s,100 ms,12.5 s,11.4 s,1,750 ms (Potential savings of),1,230 ms (Root document took),89 KB (Potential savings of),1,1,1,1,1,25 KB (Potential savings of),1,1,7.8 s,"1,329 nodes",19 resources found,4.1 s,1 chain found,13 user timings,0,"1,050 KB (Total size was)"
desktop,https://cultivatedculture.com/resume-skills/,0.27,0.69,0.79,1,0.28,2.4 s,3.4 s,11.6 s,140 ms,17.4 s,10.8 s,770 ms (Potential savings of),730 ms (Potential savings of),1,310 ms (Root document took),"2,261 KB (Potential savings of)","1,340 KB (Potential savings of)",10 KB (Potential savings of),219 KB (Potential savings of),7 KB (Potential savings of),1,98 KB (Potential savings of),1,16 KB (Potential savings of),14.8 s,"1,478 nodes",81 resources found,4.2 s,12 chains found,-1,0,"3,286 KB (Total size was)"
desktop,https://www.thebalancecareers.com/teacher-education-resume-examples-2063599,0.28,0.81,0.79,1,0.28,3.2 s,3.3 s,8.3 s,190 ms,14.3 s,13.2 s,1,750 ms (Potential savings of),1,270 ms (Root document took),6 KB (Potential savings of),1,1,1,1,1,18 KB (Potential savings of),1,1,11.6 s,"1,840 nodes",27 resources found,6.8 s,2 chains found,20 user timings,0,"1,188 KB (Total size was)"
desktop,https://zety.com/blog/what-skills-to-put-on-a-resume,0.67,0.92,1,1,0.72,1.4 s,3.2 s,3.1 s,30 ms,8.5 s,8.1 s,1,710 ms (Potential savings of),1,190 ms (Root document took),118 KB (Potential savings of),62 KB (Potential savings of),1,63 KB (Potential savings of),1,1,9 KB (Potential savings of),1,1,3.5 s,"1,437 nodes",4 resources found,1.3 s,6 chains found,-1,1,671 KB (Total size was)
mobile,https://zety.com/blog/what-skills-to-put-on-a-resume,0.67,0.92,1,1,0.73,1.3 s,3.3 s,2.9 s,10 ms,8.4 s,8.0 s,1,690 ms (Potential savings of),1,150 ms (Root document took),83 KB (Potential savings of),40 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,3.3 s,"1,429 nodes",4 resources found,1.1 s,6 chains found,-1,1,584 KB (Total size was)
desktop,https://resume.io/examples,0.48,0.53,0.86,1,0.56,4.2 s,4.6 s,5.4 s,140 ms,7.7 s,7.4 s,"1,840 ms (Potential savings of)",690 ms (Potential savings of),1,520 ms (Root document took),7 KB (Potential savings of),24 KB (Potential savings of),1,154 KB (Potential savings of),1,1,24 KB (Potential savings of),1,1,2.9 s,"1,060 nodes",22 resources found,1.1 s,5 chains found,-1,1,785 KB (Total size was)
mobile,https://zety.com/resume-examples,0.87,0.76,1,1,0.73,1.1 s,2.6 s,1.8 s,50 ms,5.1 s,4.9 s,1,600 ms (Potential savings of),1,150 ms (Root document took),1,1,1,1,1,1,5 KB (Potential savings of),1,1,3.4 s,"1,823 nodes",6 resources found,1.1 s,4 chains found,-1,1,411 KB (Total size was)
desktop,https://zety.com/resume-examples,0.86,0.76,1,1,0.72,1.2 s,2.6 s,2.2 s,50 ms,5.3 s,5.1 s,1,600 ms (Potential savings of),1,190 ms (Root document took),1,1,1,1,1,1,4 KB (Potential savings of),1,1,3.3 s,"1,830 nodes",7 resources found,1.0 s,4 chains found,-1,1,394 KB (Total size was)
mobile,https://zety.com/resume-examples,0.85,0.76,1,1,0.73,1.3 s,2.8 s,2.1 s,20 ms,5.4 s,5.2 s,1,600 ms (Potential savings of),1,160 ms (Root document took),1,1,1,1,1,1,5 KB (Potential savings of),1,1,2.7 s,"1,823 nodes",6 resources found,0.9 s,4 chains found,-1,1,411 KB (Total size was)
desktop,https://zety.com/cover-letter-templates,0.83,0.89,1,1,0.72,1.4 s,3.2 s,2.1 s,20 ms,5.6 s,5.4 s,1,620 ms (Potential savings of),1,180 ms (Root document took),1,1,1,380 KB (Potential savings of),1,1,7 KB (Potential savings of),1,1,2.5 s,647 nodes,7 resources found,1.0 s,5 chains found,-1,1,805 KB (Total size was)
mobile,https://www.youthcentral.vic.gov.au/jobs-and-careers/applying-for-a-job/what-is-a-cover-letter/how-to-write-a-cover-letter,0.74,0.92,0.86,0.96,0.58,2.2 s,3.4 s,3.3 s,60 ms,6.4 s,6.2 s,650 ms (Potential savings of),50 ms (Potential savings of),125 KB (Potential savings of),50 ms (Root document took),4 KB (Potential savings of),1,1,1,14 KB (Potential savings of),1,25 KB (Potential savings of),1,1,3.5 s,"1,958 nodes",27 resources found,1.6 s,14 chains found,2 user timings,0,686 KB (Total size was)
mobile,https://zety.com/blog/how-to-write-a-cover-letter,0.65,0.81,1,1,0.73,1.3 s,3.2 s,3.6 s,60 ms,8.5 s,8.1 s,1,710 ms (Potential savings of),1,150 ms (Root document took),115 KB (Potential savings of),48 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,3.9 s,"1,370 nodes",4 resources found,1.2 s,6 chains found,-1,1,616 KB (Total size was)
desktop,https://www.thebalancecareers.com/cover-letters-4161919,0.32,0.81,0.79,1,0.28,2.6 s,2.8 s,8.5 s,160 ms,13.8 s,12.4 s,1,820 ms (Potential savings of),1,340 ms (Root document took),12 KB (Potential savings of),12 KB (Potential savings of),1,10 KB (Potential savings of),1,1,15 KB (Potential savings of),1,1,12.3 s,"1,366 nodes",23 resources found,7.4 s,-1,6 user timings,0,"1,095 KB (Total size was)"
desktop,https://zety.com/blog/how-to-write-a-cover-letter,0.64,0.81,1,1,0.72,1.4 s,3.4 s,3.5 s,50 ms,8.7 s,8.2 s,1,720 ms (Potential savings of),1,160 ms (Root document took),222 KB (Potential savings of),114 KB (Potential savings of),1,126 KB (Potential savings of),1,1,8 KB (Potential savings of),1,1,4.1 s,"1,378 nodes",4 resources found,1.2 s,6 chains found,-1,1,774 KB (Total size was)
desktop,https://zety.com/blog/how-to-write-a-cover-letter,0.67,0.81,1,1,0.72,1.3 s,3.2 s,3.3 s,40 ms,8.8 s,7.0 s,1,770 ms (Potential savings of),1,220 ms (Root document took),222 KB (Potential savings of),114 KB (Potential savings of),1,126 KB (Potential savings of),1,1,8 KB (Potential savings of),1,1,3.7 s,"1,378 nodes",4 resources found,1.2 s,6 chains found,-1,1,775 KB (Total size was)
mobile,https://zety.com/blog/how-to-write-a-cover-letter,0.63,0.81,1,1,0.73,1.5 s,3.5 s,3.8 s,30 ms,8.8 s,8.4 s,1,740 ms (Potential savings of),1,150 ms (Root document took),115 KB (Potential savings of),48 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,4.0 s,"1,377 nodes",4 resources found,1.3 s,6 chains found,-1,1,646 KB (Total size was)
mobile,https://zety.com/blog/how-to-write-a-cover-letter,0.72,0.81,1,1,0.73,1.3 s,3.2 s,3.5 s,30 ms,7.0 s,6.7 s,1,690 ms (Potential savings of),1,130 ms (Root document took),115 KB (Potential savings of),48 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,3.6 s,"1,370 nodes",4 resources found,1.0 s,6 chains found,-1,1,615 KB (Total size was)
desktop,https://zety.com/blog/how-to-write-a-cover-letter,0.71,0.81,1,1,0.72,1.4 s,3.3 s,3.4 s,30 ms,7.4 s,6.9 s,1,720 ms (Potential savings of),1,140 ms (Root document took),222 KB (Potential savings of),114 KB (Potential savings of),1,126 KB (Potential savings of),1,1,8 KB (Potential savings of),1,1,3.6 s,"1,371 nodes",4 resources found,1.0 s,6 chains found,-1,1,705 KB (Total size was)
mobile,https://zety.com/blog/how-to-write-a-cover-letter,0.65,0.81,1,1,0.73,1.4 s,3.3 s,3.5 s,10 ms,8.7 s,8.2 s,1,720 ms (Potential savings of),1,160 ms (Root document took),115 KB (Potential savings of),48 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,3.5 s,"1,377 nodes",4 resources found,1.1 s,6 chains found,-1,1,686 KB (Total size was)
desktop,https://enhancv.com/resume-examples/,0.96,0.76,1,1,0.56,1.9 s,2.1 s,2.7 s,20 ms,2.8 s,2.4 s,1,1,1,460 ms (Root document took),1,11 KB (Potential savings of),1,25 KB (Potential savings of),1,1,57 KB (Potential savings of),1,1,1.5 s,"1,724 nodes",1 resource found,0.2 s,3 chains found,-1,1,308 KB (Total size was)
mobile,https://biginterview.com/blog/2012/09/resume-design.html,0.15,0.53,0.79,0.64,0.23,5.5 s,5.6 s,9.3 s,60 ms,13.8 s,11.5 s,650 ms (Potential savings of),780 ms (Potential savings of),93 KB (Potential savings of),460 ms (Root document took),176 KB (Potential savings of),127 KB (Potential savings of),1,1,1,1,145 KB (Potential savings of),1,1,4.9 s,"1,176 nodes",21 resources found,2.4 s,24 chains found,-1,0,"1,565 KB (Total size was)"
mobile,https://career.virginia.edu/cover-letters,0.57,0.84,0.71,0.88,0.58,4.3 s,4.8 s,6.4 s,10 ms,5.2 s,4.8 s,"1,790 ms (Potential savings of)",650 ms (Potential savings of),1,250 ms (Root document took),62 KB (Potential savings of),156 KB (Potential savings of),1,1,12 KB (Potential savings of),1,33 KB (Potential savings of),1,1,1.5 s,"1,189 nodes",41 resources found,0.4 s,23 chains found,-1,0,504 KB (Total size was)
desktop,https://au.hudson.com/job-seekers/career-advice/cover-letter-templates,0.33,0.65,0.79,1,0.56,3.3 s,4.4 s,10.9 s,360 ms,9.2 s,8.2 s,"1,240 ms (Potential savings of)",670 ms (Potential savings of),12 KB (Potential savings of),"1,580 ms (Root document took)",297 KB (Potential savings of),229 KB (Potential savings of),1,224 KB (Potential savings of),1,1,56 KB (Potential savings of),1,1,3.7 s,"1,036 nodes",23 resources found,2.2 s,22 chains found,-1,0,813 KB (Total size was)
desktop,https://career.virginia.edu/cover-letters,0.54,0.95,0.71,0.9,0.56,4.4 s,4.8 s,6.7 s,10 ms,5.3 s,4.9 s,"1,830 ms (Potential savings of)",700 ms (Potential savings of),1,270 ms (Root document took),59 KB (Potential savings of),174 KB (Potential savings of),1,1,12 KB (Potential savings of),1,31 KB (Potential savings of),1,1,1.8 s,"1,189 nodes",42 resources found,0.5 s,23 chains found,-1,0,522 KB (Total size was)
mobile,https://enhancv.com/resume-examples/,0.97,0.76,1,0.99,0.58,1.9 s,2.8 s,1.9 s,10 ms,2.9 s,2.8 s,1,250 ms (Potential savings of),1,30 ms (Root document took),70 KB (Potential savings of),23 KB (Potential savings of),1,1,1,1,57 KB (Potential savings of),1,1,1.7 s,"1,737 nodes",1 resource found,0.2 s,4 chains found,-1,1,435 KB (Total size was)
desktop,https://www.thebalancecareers.com/how-to-create-a-professional-resume-2063237,0.26,0.73,0.79,1,0.28,3.2 s,3.3 s,9.1 s,190 ms,15.2 s,13.7 s,1,820 ms (Potential savings of),1,220 ms (Root document took),9 KB (Potential savings of),88 KB (Potential savings of),1,1,1,1,20 KB (Potential savings of),1,1,12.0 s,"1,719 nodes",31 resources found,6.6 s,2 chains found,27 user timings,0,"1,426 KB (Total size was)"
desktop,https://www.kickresume.com/en/help-center/resume-samples/,0.43,0.52,0.71,1,0.28,2.7 s,3.2 s,5.4 s,140 ms,13.7 s,9.6 s,640 ms (Potential savings of),430 ms (Potential savings of),1,500 ms (Root document took),201 KB (Potential savings of),43 KB (Potential savings of),1,219 KB (Potential savings of),1,1,35 KB (Potential savings of),1,1,5.4 s,"1,139 nodes",44 resources found,1.9 s,21 chains found,-1,0,"2,000 KB (Total size was)"
desktop,https://www.thebalancecareers.com/cover-letter-template-2060213,0.32,0.73,0.79,1,0.28,2.6 s,2.7 s,8.5 s,130 ms,13.8 s,13.0 s,1,740 ms (Potential savings of),1,240 ms (Root document took),6 KB (Potential savings of),1,1,1,1,1,21 KB (Potential savings of),1,1,11.4 s,"1,648 nodes",27 resources found,6.8 s,2 chains found,13 user timings,0,"1,160 KB (Total size was)"
mobile,https://www.thebalancecareers.com/cover-letters-4161919,0.39,0.9,0.86,0.99,0.31,2.3 s,2.3 s,6.8 s,130 ms,13.5 s,12.8 s,1,750 ms (Potential savings of),1,220 ms (Root document took),9 KB (Potential savings of),1,1,1,1,1,28 KB (Potential savings of),1,1,9.7 s,"1,264 nodes",22 resources found,5.8 s,1 chain found,13 user timings,0,"1,073 KB (Total size was)"
mobile,https://www.forbes.com/sites/lizryan/2014/07/17/how-to-write-your-human-voiced-resume/,0.27,0.85,0.79,0.96,0.31,1.2 s,1.3 s,17.5 s,160 ms,35.1 s,29.8 s,1,920 ms (Potential savings of),12 KB (Potential savings of),640 ms (Root document took),81 KB (Potential savings of),124 KB (Potential savings of),89 KB (Potential savings of),1,1,1,31 KB (Potential savings of),1,1,35.0 s,"3,389 nodes",107 resources found,22.7 s,6 chains found,64 user timings,0,"3,377 KB (Total size was)"
mobile,https://zety.com/blog/how-to-write-a-cover-letter,0.64,0.81,1,1,0.73,1.4 s,3.2 s,3.7 s,10 ms,8.6 s,8.2 s,1,710 ms (Potential savings of),1,140 ms (Root document took),115 KB (Potential savings of),48 KB (Potential savings of),1,1,1,1,10 KB (Potential savings of),1,1,3.8 s,"1,377 nodes",4 resources found,1.1 s,6 chains found,-1,1,684 KB (Total size was)
desktop,https://career.virginia.edu/resumes/writing-cover-letter/cover-letter-sample,0.56,1,0.71,0.9,0.56,4.3 s,4.7 s,6.2 s,10 ms,5.3 s,4.8 s,"1,780 ms (Potential savings of)",350 ms (Potential savings of),1,250 ms (Root document took),177 KB (Potential savings of),249 KB (Potential savings of),1,1,12 KB (Potential savings of),1,31 KB (Potential savings of),1,1,1.8 s,"1,162 nodes",46 resources found,0.6 s,21 chains found,-1,0,705 KB (Total size was)
mobile,https://career.virginia.edu/resumes/writing-cover-letter/cover-letter-sample,0.58,0.9,0.71,0.89,0.58,4.3 s,4.6 s,6.1 s,10 ms,5.2 s,4.7 s,"1,780 ms (Potential savings of)",640 ms (Potential savings of),1,240 ms (Root document took),284 KB (Potential savings of),232 KB (Potential savings of),1,1,12 KB (Potential savings of),1,33 KB (Potential savings of),1,1,1.6 s,"1,162 nodes",45 resources found,0.5 s,21 chains found,-1,0,687 KB (Total size was)
desktop,https://career.virginia.edu/resumes/writing-cover-letter/cover-letter-sample,0.56,1,0.71,0.9,0.56,4.3 s,4.6 s,6.4 s,10 ms,5.3 s,4.7 s,"1,800 ms (Potential savings of)",340 ms (Potential savings of),1,280 ms (Root document took),177 KB (Potential savings of),249 KB (Potential savings of),1,1,12 KB (Potential savings of),1,31 KB (Potential savings of),1,1,1.6 s,"1,158 nodes",45 resources found,0.4 s,21 chains found,-1,0,693 KB (Total size was)
mobile,https://career.virginia.edu/resumes/writing-cover-letter/cover-letter-sample,0.54,0.9,0.71,0.89,0.58,4.4 s,4.7 s,6.8 s,10 ms,5.4 s,4.8 s,"1,810 ms (Potential savings of)",680 ms (Potential savings of),1,280 ms (Root document took),284 KB (Potential savings of),232 KB (Potential savings of),1,1,12 KB (Potential savings of),1,33 KB (Potential savings of),1,1,1.4 s,"1,162 nodes",45 resources found,0.4 s,21 chains found,-1,0,687 KB (Total size was)
desktop,https://hbr.org/2014/02/how-to-write-a-cover-letter,0.29,0.55,0.64,1,0.28,2.8 s,2.8 s,8.7 s,60 ms,15.8 s,14.2 s,"1,700 ms (Potential savings of)",810 ms (Potential savings of),75 KB (Potential savings of),990 ms (Root document took),4 KB (Potential savings of),500 KB (Potential savings of),36 KB (Potential savings of),615 KB (Potential savings of),1,1,57 KB (Potential savings of),1,1,8.1 s,"1,229 nodes",53 resources found,4.0 s,25 chains found,18 user timings,0,"2,853 KB (Total size was)"
desktop,https://career.virginia.edu/resumes/writing-cover-letter/cover-letter-sample,0.54,1,0.71,0.9,0.56,4.5 s,4.8 s,6.4 s,10 ms,5.5 s,5.0 s,"1,880 ms (Potential savings of)",640 ms (Potential savings of),1,240 ms (Root document took),177 KB (Potential savings of),249 KB (Potential savings of),1,1,12 KB (Potential savings of),1,31 KB (Potential savings of),1,1,2.2 s,"1,162 nodes",46 resources found,0.7 s,21 chains found,-1,0,705 KB (Total size was)
desktop,https://www.thebalancecareers.com/cover-letter-template-2060213,0.32,0.73,0.79,1,0.28,2.7 s,2.7 s,8.5 s,110 ms,13.7 s,12.7 s,1,730 ms (Potential savings of),1,250 ms (Root document took),6 KB (Potential savings of),1,1,1,1,1,21 KB (Potential savings of),1,1,10.1 s,"1,575 nodes",27 resources found,5.9 s,2 chains found,13 user timings,0,"1,165 KB (Total size was)"
mobile,https://www.thebalancecareers.com/cover-letter-template-2060213,0.47,0.82,0.86,0.99,0.31,2.1 s,2.1 s,5.5 s,110 ms,12.0 s,10.7 s,1,740 ms (Potential savings of),1,240 ms (Root document took),13 KB (Potential savings of),68 KB (Potential savings of),1,1,1,1,27 KB (Potential savings of),1,1,7.2 s,"1,303 nodes",19 resources found,4.3 s,-1,13 user timings,1,"1,082 KB (Total size was)"
mobile,https://www.careeronestop.org/JobSearch/Resumes/cover-letters.aspx,0.09,1,0.71,0.96,0.31,8.1 s,8.6 s,14.3 s,10 ms,14.3 s,8.6 s,"8,550 ms (Potential savings of)",330 ms (Potential savings of),14 KB (Potential savings of),340 ms (Root document took),61 KB (Potential savings of),1,1,14 KB (Potential savings of),40 KB (Potential savings of),1,37 KB (Potential savings of),1,3 KB (Potential savings of),2.7 s,"1,130 nodes",5 resources found,1.1 s,26 chains found,-1,0,796 KB (Total size was)
desktop,https://www.careeronestop.org/JobSearch/Resumes/cover-letters.aspx,0.16,0.9,0.71,1,0.28,5.8 s,6.0 s,12.6 s,30 ms,10.4 s,9.4 s,"2,920 ms (Potential savings of)",340 ms (Potential savings of),14 KB (Potential savings of),310 ms (Root document took),462 KB (Potential savings of),328 KB (Potential savings of),256 KB (Potential savings of),189 KB (Potential savings of),40 KB (Potential savings of),1,37 KB (Potential savings of),1,3 KB (Potential savings of),2.5 s,"1,127 nodes",5 resources found,1.0 s,26 chains found,-1,0,"1,203 KB (Total size was)"
desktop,https://www.careeronestop.org/JobSearch/Resumes/cover-letters-sample.aspx,0.19,0.9,0.71,1,0.28,5.7 s,5.8 s,10.1 s,10 ms,10.3 s,9.1 s,"2,860 ms (Potential savings of)",330 ms (Potential savings of),14 KB (Potential savings of),270 ms (Root document took),462 KB (Potential savings of),328 KB (Potential savings of),256 KB (Potential savings of),189 KB (Potential savings of),40 KB (Potential savings of),1,37 KB (Potential savings of),1,3 KB (Potential savings of),2.3 s,"1,125 nodes",5 resources found,0.9 s,26 chains found,-1,0,"1,203 KB (Total size was)"
